estabelecimento_codigo_ibge_municipio,paciente_grupo,n,uf
5004007,Pessoas de 60 anos ou mais institucionalizadas,18,MS
5004007,Trabalhadores de Saúde,244,MS
5004106,Faixa Etária,22,MS
5004106,Pessoas com Deficiência,5,MS
5004106,Pessoas de 60 anos ou mais institucionalizadas,33,MS
5004106,Trabalhadores de Saúde,80,MS
5004304,Faixa Etária,93,MS
5004304,Pessoas de 60 anos ou mais institucionalizadas,1,MS
5004304,Trabalhadores de Saúde,135,MS
5004502,Faixa Etária,213,MS
5004502,Trabalhadores de Saúde,394,MS
5004601,Faixa Etária,72,MS
5004601,Forças de Segurança e Salvamento,1,MS
5004601,Trabalhadores de Saúde,88,MS
5004700,Faixa Etária,120,MS
5004700,Pessoas de 60 anos ou mais institucionalizadas,52,MS
5004700,Trabalhadores de Saúde,454,MS
5004809,Faixa Etária,41,MS
5004809,Povos Indígenas,1127,MS
5004809,Trabalhadores de Saúde,78,MS
5004908,Pessoas com Deficiência,1,MS
5004908,Pessoas de 60 anos ou mais institucionalizadas,12,MS
5004908,Trabalhadores de Saúde,48,MS
5005004,Faixa Etária,169,MS
5005004,Forças de Segurança e Salvamento,26,MS
5005004,Pessoas de 60 anos ou mais institucionalizadas,46,MS
5005004,Trabalhadores de Saúde,388,MS
5005103,Faixa Etária,36,MS
5005103,Trabalhadores de Saúde,92,MS
5005152,Faixa Etária,67,MS
5005152,Pessoas de 60 anos ou mais institucionalizadas,18,MS
5005152,Povos Indígenas,210,MS
5005152,Trabalhadores de Saúde,155,MS
5005202,Faixa Etária,72,MS
5005202,Trabalhadores de Saúde,246,MS
5005251,Faixa Etária,54,MS
5005251,Povos Indígenas,238,MS
5005251,Trabalhadores de Saúde,188,MS
5005400,Faixa Etária,8,MS
5005400,Trabalhadores de Saúde,48,MS
5005681,Faixa Etária,148,MS
5005681,Pessoas de 60 anos ou mais institucionalizadas,23,MS
5005681,Trabalhadores de Saúde,199,MS
5005707,Pessoas de 60 anos ou mais institucionalizadas,1,MS
5005707,Trabalhadores de Saúde,2,MS
5005806,Faixa Etária,126,MS
5005806,Trabalhadores de Saúde,274,MS
5006200,Faixa Etária,172,MS
5006200,Forças de Segurança e Salvamento,16,MS
5006200,Pessoas de 60 anos ou mais institucionalizadas,101,MS
5006200,Trabalhadores de Saúde,851,MS
5006259,Faixa Etária,52,MS
5006259,Trabalhadores de Saúde,94,MS
5006358,Comorbidades,20,MS
5006358,Faixa Etária,30,MS
5006358,Pessoas com Deficiência,1,MS
5006358,Povos Indígenas,1606,MS
5006358,Trabalhadores de Saúde,192,MS
5006408,Pessoas de 60 anos ou mais institucionalizadas,4,MS
5006606,Faixa Etária,21,MS
5006606,Pessoas com Deficiência,6,MS
5006606,Pessoas de 60 anos ou mais institucionalizadas,2,MS
5006606,Trabalhadores de Saúde,290,MS
5006903,Forças de Segurança e Salvamento,9,MS
5006903,Funcionário do Sistema de Privação de Liberdade,5,MS
5006903,Pessoas de 60 anos ou mais institucionalizadas,113,MS
5006903,Trabalhadores de Saúde,202,MS
5007208,Comorbidades,6,MS
5007208,Faixa Etária,190,MS
5007208,Pessoas com Deficiência,6,MS
5007208,Pessoas de 60 anos ou mais institucionalizadas,19,MS
5007208,Trabalhadores de Saúde,300,MS
5007406,Faixa Etária,12,MS
5007406,Pessoas de 60 anos ou mais institucionalizadas,4,MS
5007406,Trabalhadores de Saúde,316,MS
5007505,Trabalhadores de Saúde,16,MS
5007695,Faixa Etária,69,MS
5007695,Forças de Segurança e Salvamento,8,MS
5007695,Pessoas de 60 anos ou mais institucionalizadas,4,MS
5007695,Trabalhadores de Saúde,622,MS
5007703,Faixa Etária,45,MS
5007703,Forças de Segurança e Salvamento,13,MS
5007703,Funcionário do Sistema de Privação de Liberdade,1,MS
5007703,Pessoas com Deficiência,1,MS
5007703,Pessoas de 60 anos ou mais institucionalizadas,22,MS
5007703,Trabalhadores de Saúde,146,MS
5007802,Faixa Etária,60,MS
5007802,Pessoas de 60 anos ou mais institucionalizadas,35,MS
5007802,Trabalhadores de Saúde,222,MS
5007901,Comorbidades,7,MS
5007901,Faixa Etária,54,MS
5007901,Povos Indígenas,702,MS
5007901,Trabalhadores de Saúde,5,MS
5007935,Faixa Etária,26,MS
5007935,Trabalhadores de Saúde,302,MS
5007950,Faixa Etária,55,MS
5007950,Pessoas de 60 anos ou mais institucionalizadas,9,MS
5007950,Povos Indígenas,1206,MS
5007950,Trabalhadores de Saúde,239,MS
5007976,Faixa Etária,40,MS
5007976,Trabalhadores de Saúde,74,MS
5008008,Trabalhadores de Saúde,3,MS
5008305,Faixa Etária,273,MS
5008305,Pessoas com Deficiência,2,MS
5008305,Pessoas de 60 anos ou mais institucionalizadas,19,MS
5008305,Trabalhadores de Saúde,61,MS
5100102,Trabalhadores de Saúde,62,MT
5100201,Funcionário do Sistema de Privação de Liberdade,4,MT
5100201,Povos Indígenas,457,MT
5100201,Trabalhadores de Saúde,379,MT
5100250,Faixa Etária,54,MT
5100250,Trabalhadores de Saúde,1120,MT
5100300,Pessoas de 60 anos ou mais institucionalizadas,7,MT
5100300,Trabalhadores de Saúde,287,MT
5100359,Faixa Etária,6,MT
5100359,Pessoas de 60 anos ou mais institucionalizadas,2,MT
5100359,Trabalhadores de Saúde,59,MT
5100409,Trabalhadores de Saúde,205,MT
5100508,Comorbidades,3,MT
5100508,Trabalhadores de Saúde,81,MT
5100607,Trabalhadores de Saúde,139,MT
5100805,Faixa Etária,8,MT
5100805,Pessoas de 60 anos ou mais institucionalizadas,1,MT
5100805,Trabalhadores de Saúde,95,MT
5101001,Trabalhadores de Saúde,61,MT
5101258,Faixa Etária,20,MT
5101258,Pessoas de 60 anos ou mais institucionalizadas,1,MT
5101258,Trabalhadores de Saúde,226,MT
5101308,População Privada de Liberdade,1,MT
5101308,Trabalhadores de Saúde,73,MT
5101407,Faixa Etária,2,MT
5101407,Pessoas de 60 anos ou mais institucionalizadas,8,MT
5101407,Povos Indígenas,104,MT
5101407,Trabalhadores de Saúde,183,MT
5101605,Faixa Etária,14,MT
5101605,Trabalhadores de Saúde,112,MT
5101704,Pessoas de 60 anos ou mais institucionalizadas,9,MT
5101704,Trabalhadores de Saúde,283,MT
5101803,Pessoas com Deficiência,1,MT
5101803,Pessoas de 60 anos ou mais institucionalizadas,22,MT
5101803,Povos Indígenas,352,MT
5101803,Trabalhadores de Saúde,1579,MT
5101852,Faixa Etária,7,MT
5101852,Pessoas de 60 anos ou mais institucionalizadas,1,MT
5101852,Trabalhadores de Saúde,54,MT
5101902,Pessoas de 60 anos ou mais institucionalizadas,5,MT
5101902,Trabalhadores de Saúde,194,MT
5102504,Pessoas de 60 anos ou mais institucionalizadas,34,MT
5102504,Trabalhadores de Saúde,1269,MT
5102603,Faixa Etária,8,MT
5102603,Trabalhadores de Saúde,172,MT
5102637,Trabalhadores de Saúde,15,MT
5102678,Trabalhadores de Saúde,677,MT
5102686,Pessoas de 60 anos ou mais institucionalizadas,2,MT
5102686,Trabalhadores de Saúde,120,MT
5102694,Trabalhadores de Saúde,27,MT
5102702,Pessoas de 60 anos ou mais institucionalizadas,14,MT
5102702,Trabalhadores de Saúde,279,MT
5102793,Faixa Etária,32,MT
5102793,Trabalhadores de Saúde,89,MT
5102850,Pessoas de 60 anos ou mais institucionalizadas,4,MT
5102850,Trabalhadores de Saúde,73,MT
5103007,Trabalhadores de Saúde,163,MT
5103056,Trabalhadores de Saúde,133,MT
5103106,Trabalhadores de Saúde,72,MT
5103205,Faixa Etária,1,MT
5103205,Pessoas de 60 anos ou mais institucionalizadas,43,MT
5103205,Povos Indígenas,185,MT
5103205,Trabalhadores de Saúde,750,MT
5103254,Trabalhadores de Saúde,122,MT
5103304,Faixa Etária,153,MT
5103304,Trabalhadores de Saúde,243,MT
5103353,Pessoas com Deficiência,1,MT
5103353,Pessoas de 60 anos ou mais institucionalizadas,9,MT
5103353,Trabalhadores de Saúde,69,MT
5103361,Trabalhadores de Saúde,53,MT
5103379,Trabalhadores de Saúde,100,MT
5103403,Faixa Etária,133,MT
5103403,Funcionário do Sistema de Privação de Liberdade,1,MT
5103403,Pessoas com Deficiência,17,MT
5103403,Pessoas de 60 anos ou mais institucionalizadas,203,MT
5103403,Povos Indígenas,3219,MT
5103403,Trabalhadores da Educação,4,MT
5103403,Trabalhadores de Saúde,20918,MT
5103437,Trabalhadores de Saúde,27,MT
5103502,Pessoas com Deficiência,1,MT
5103502,Pessoas de 60 anos ou mais institucionalizadas,17,MT
5103502,Trabalhadores de Saúde,272,MT
5103601,Faixa Etária,14,MT
5103601,Pessoas de 60 anos ou mais institucionalizadas,27,MT
5103601,Trabalhadores de Saúde,111,MT
5103700,Trabalhadores de Saúde,112,MT
5103809,Trabalhadores de Saúde,59,MT
5103858,Pessoas de 60 anos ou mais institucionalizadas,9,MT
5103858,Trabalhadores de Saúde,74,MT
5103908,Faixa Etária,2,MT
5103908,Povos Indígenas,567,MT
5103908,Trabalhadores de Saúde,83,MT
5103957,Trabalhadores de Saúde,43,MT
5104104,Pessoas de 60 anos ou mais institucionalizadas,10,MT
5104104,Trabalhadores de Saúde,429,MT
5104203,Pessoas de 60 anos ou mais institucionalizadas,33,MT
5104203,Trabalhadores de Saúde,36,MT
5104500,Trabalhadores de Saúde,35,MT
5104526,Trabalhadores de Saúde,86,MT
5104542,Pessoas com Deficiência,2,MT
5104542,Pessoas de 60 anos ou mais institucionalizadas,1,MT
5104542,Trabalhadores de Saúde,54,MT
5104559,Trabalhadores de Saúde,101,MT
5104609,Pessoas com Deficiência,1,MT
5104609,Pessoas de 60 anos ou mais institucionalizadas,7,MT
5104609,Trabalhadores de Saúde,124,MT
5104807,Faixa Etária,30,MT
5104807,Pessoas de 60 anos ou mais institucionalizadas,21,MT
5104807,Trabalhadores de Saúde,498,MT
5104906,Trabalhadores de Saúde,52,MT
5105002,Pessoas com Deficiência,1,MT
5105002,Pessoas de 60 anos ou mais institucionalizadas,4,MT
5105002,Trabalhadores de Saúde,122,MT
5105101,Faixa Etária,55,MT
5105101,Pessoas de 60 anos ou mais institucionalizadas,29,MT
5105101,Trabalhadores de Saúde,427,MT
5105150,Faixa Etária,10,MT
5105150,Pessoas de 60 anos ou mais institucionalizadas,3,MT
5105150,Povos Indígenas,362,MT
5105150,Trabalhadores de Saúde,770,MT
5105176,Pessoas com Deficiência,1,MT
5105176,Pessoas de 60 anos ou mais institucionalizadas,4,MT
5105176,Trabalhadores de Saúde,91,MT
5105200,Faixa Etária,7,MT
5105200,Trabalhadores de Saúde,210,MT
5105234,Trabalhadores de Saúde,57,MT
5105259,Faixa Etária,9,MT
5105259,Trabalhadores de Saúde,993,MT
5105309,Pessoas de 60 anos ou mais institucionalizadas,1,MT
5105309,Trabalhadores de Saúde,39,MT
5105507,Trabalhadores de Saúde,58,MT
5105580,Faixa Etária,22,MT
5105580,Pessoas de 60 anos ou mais institucionalizadas,9,MT
5105580,Trabalhadores de Saúde,119,MT
5105606,Pessoas de 60 anos ou mais institucionalizadas,9,MT
5105606,Trabalhadores de Saúde,192,MT
5105622,Pessoas de 60 anos ou mais institucionalizadas,26,MT
5105622,Trabalhadores de Saúde,327,MT
5105903,Pessoas de 60 anos ou mais institucionalizadas,14,MT
5105903,Trabalhadores de Saúde,158,MT
5106000,Trabalhadores de Saúde,90,MT
5106109,Trabalhadores de Saúde,148,MT
5106158,Trabalhadores de Saúde,61,MT
5106174,Pessoas com Deficiência,2,MT
5106174,Trabalhadores de Saúde,46,MT
5106182,Trabalhadores de Saúde,76,MT
5106190,Trabalhadores de Saúde,20,MT
5106208,Trabalhadores de Saúde,86,MT
5106216,Trabalhadores de Saúde,107,MT
5106224,Pessoas com Deficiência,1,MT
5106224,Trabalhadores de Saúde,539,MT
5106232,Trabalhadores de Saúde,135,MT
5106240,Trabalhadores de Saúde,99,MT
5106257,Funcionário do Sistema de Privação de Liberdade,1,MT
5106257,Trabalhadores de Saúde,206,MT
5106265,Comorbidades,1,MT
5106265,Trabalhadores de Saúde,62,MT
5106273,Faixa Etária,2,MT
5106273,Pessoas de 60 anos ou mais institucionalizadas,1,MT
5106273,Trabalhadores de Saúde,43,MT
5106281,Trabalhadores de Saúde,48,MT
5106299,Trabalhadores de Saúde,107,MT
5106307,Faixa Etária,11,MT
5106307,Pessoas de 60 anos ou mais institucionalizadas,26,MT
5106307,Povos Indígenas,308,MT
5106307,Trabalhadores de Saúde,137,MT
5106315,Trabalhadores de Saúde,40,MT
5106372,Faixa Etária,2,MT
5106372,Pessoas com Deficiência,1,MT
5106372,Trabalhadores de Saúde,183,MT
5106422,Faixa Etária,126,MT
5106422,Pessoas de 60 anos ou mais institucionalizadas,36,MT
5106422,Trabalhadores de Saúde,533,MT
5106455,Forças de Segurança e Salvamento,2,MT
5106455,Pessoas de 60 anos ou mais institucionalizadas,8,MT
5106455,Trabalhadores de Saúde,38,MT
5106505,Trabalhadores de Saúde,298,MT
5106653,Faixa Etária,27,MT
5106653,Pessoas com Deficiência,7,MT
5106653,Trabalhadores de Saúde,80,MT
5106752,Pessoas de 60 anos ou mais institucionalizadas,38,MT
5106752,Trabalhadores de Saúde,407,MT
5106778,Trabalhadores de Saúde,67,MT
5106802,Pessoas de 60 anos ou mais institucionalizadas,1,MT
5106802,Trabalhadores de Saúde,94,MT
5106828,Pessoas de 60 anos ou mais institucionalizadas,5,MT
5106828,Trabalhadores de Saúde,114,MT
5107008,Pessoas com Deficiência,3,MT
5107008,Pessoas de 60 anos ou mais institucionalizadas,17,MT
5107008,Trabalhadores de Saúde,201,MT
5107040,Faixa Etária,36,MT
5107040,Pessoas de 60 anos ou mais institucionalizadas,11,MT
5107040,Trabalhadores de Saúde,1217,MT
5107065,Pessoas com Deficiência,4,MT
5107065,Trabalhadores de Saúde,218,MT
5107107,Faixa Etária,6,MT
5107107,Pessoas de 60 anos ou mais institucionalizadas,19,MT
5107107,Trabalhadores de Saúde,254,MT
5107156,Faixa Etária,10,MT
5107156,Trabalhadores de Saúde,38,MT
5107180,Pessoas de 60 anos ou mais institucionalizadas,3,MT
5107180,Trabalhadores de Saúde,123,MT
5107198,Trabalhadores de Saúde,42,MT
5107206,Trabalhadores de Saúde,65,MT
5107248,Trabalhadores de Saúde,77,MT
5107297,Trabalhadores de Saúde,42,MT
5107305,Comorbidades,4,MT
5107305,Faixa Etária,95,MT
5107305,Pessoas de 60 anos ou mais institucionalizadas,13,MT
5107305,Trabalhadores de Saúde,298,MT
5107354,Comorbidades,3,MT
5107354,Trabalhadores de Saúde,55,MT
5107404,Trabalhadores de Saúde,49,MT
5107578,Trabalhadores de Saúde,46,MT
5107602,Faixa Etária,243,MT
5107602,Pessoas com Deficiência,71,MT
5107602,Pessoas de 60 anos ou mais institucionalizadas,208,MT
5107602,Trabalhadores de Saúde,5260,MT
5107701,Pessoas de 60 anos ou mais institucionalizadas,5,MT
5107701,Trabalhadores de Saúde,182,MT
5107743,Comorbidades,1,MT
5107743,Faixa Etária,4,MT
5107743,Trabalhadores de Saúde,41,MT
5107750,Faixa Etária,1,MT
5107750,Pessoas de 60 anos ou mais institucionalizadas,15,MT
5107750,Trabalhadores de Saúde,60,MT
5107768,Trabalhadores de Saúde,56,MT
5107776,Pessoas de 60 anos ou mais institucionalizadas,9,MT
5107776,Trabalhadores de Saúde,82,MT
5107792,Pessoas com Deficiência,1,MT
5107792,Pessoas de 60 anos ou mais institucionalizadas,4,MT
5107792,Trabalhadores de Saúde,41,MT
5107800,Trabalhadores de Saúde,196,MT
5107859,Povos Indígenas,1198,MT
5107859,Trabalhadores de Saúde,277,MT
5107875,Trabalhadores de Saúde,246,MT
5107883,Trabalhadores de Saúde,45,MT
5107909,Faixa Etária,14,MT
5107909,Pessoas de 60 anos ou mais institucionalizadas,60,MT
5107909,Trabalhadores de Saúde,3435,MT
5107925,Faixa Etária,10,MT
5107925,Trabalhadores da Educação,1,MT
5107925,Trabalhadores de Saúde,1502,MT
5107941,Trabalhadores de Saúde,105,MT
5108006,Comorbidades,1,MT
5108006,Faixa Etária,2,MT
5108006,Pessoas de 60 anos ou mais institucionalizadas,30,MT
5108006,Trabalhadores de Saúde,138,MT
5108055,Faixa Etária,10,MT
5108055,Pessoas de 60 anos ou mais institucionalizadas,2,MT
5108055,Trabalhadores de Saúde,92,MT
5108105,Pessoas de 60 anos ou mais institucionalizadas,20,MT
5108105,Trabalhadores de Saúde,20,MT
5108204,Faixa Etária,6,MT
5108204,Pessoas de 60 anos ou mais institucionalizadas,1,MT
5108204,Trabalhadores de Saúde,52,MT
5108303,Trabalhadores de Saúde,37,MT
5108352,Faixa Etária,2,MT
5108352,Trabalhadores de Saúde,61,MT
5108402,Pessoas de 60 anos ou mais institucionalizadas,61,MT
5108402,Trabalhadores de Saúde,2989,MT
5108501,Pessoas de 60 anos ou mais institucionalizadas,13,MT
5108501,Trabalhadores de Saúde,110,MT
5108600,Trabalhadores de Saúde,161,MT
5108808,Faixa Etária,97,MT
5108808,Trabalhadores de Saúde,96,MT
5108857,Trabalhadores de Saúde,45,MT
5108907,Faixa Etária,2,MT
5108907,Pessoas de 60 anos ou mais institucionalizadas,6,MT
5108907,Trabalhadores de Saúde,84,MT
5108956,Faixa Etária,29,MT
5108956,Trabalhadores de Saúde,64,MT
5200050,Faixa Etária,67,GO
5200050,Pessoas de 60 anos ou mais institucionalizadas,4,GO
5200050,Trabalhadores de Saúde,86,GO
5200100,Pessoas de 60 anos ou mais institucionalizadas,3,GO
5200100,Trabalhadores de Saúde,163,GO
5200134,Faixa Etária,71,GO
5200134,Pessoas de 60 anos ou mais institucionalizadas,5,GO
5200134,Trabalhadores de Saúde,173,GO
5200159,Pessoas de 60 anos ou mais institucionalizadas,9,GO
5200159,Trabalhadores de Saúde,31,GO
5200175,Trabalhadores de Saúde,60,GO
5200209,Faixa Etária,13,GO
5200209,Trabalhadores de Saúde,92,GO
5200258,Faixa Etária,14,GO
5200258,Pessoas com Deficiência,2,GO
5200258,Pessoas de 60 anos ou mais institucionalizadas,103,GO
5200258,Trabalhadores de Saúde,992,GO
5200308,Pessoas de 60 anos ou mais institucionalizadas,36,GO
5200308,Trabalhadores de Saúde,474,GO
5200506,Faixa Etária,6,GO
5200506,Pessoas com Deficiência,4,GO
5200506,Trabalhadores de Saúde,82,GO
5200555,Faixa Etária,13,GO
5200555,Pessoas com Deficiência,1,GO
5200555,Pessoas de 60 anos ou mais institucionalizadas,4,GO
5200555,Trabalhadores de Saúde,109,GO
5200605,Trabalhadores de Saúde,98,GO
5200803,Faixa Etária,10,GO
5200803,Trabalhadores de Saúde,130,GO
5200829,Faixa Etária,6,GO
5200829,Pessoas com Deficiência,2,GO
5200829,Trabalhadores de Saúde,44,GO
5200852,Comorbidades,1,GO
5200852,Faixa Etária,10,GO
5200852,Pessoas de 60 anos ou mais institucionalizadas,17,GO
5200852,Trabalhadores de Saúde,75,GO
5200902,Pessoas de 60 anos ou mais institucionalizadas,8,GO
5200902,Trabalhadores de Saúde,44,GO
5201108,Faixa Etária,1056,GO
5201108,Forças de Segurança e Salvamento,1,GO
5201108,Pessoas de 60 anos ou mais institucionalizadas,394,GO
5201108,Trabalhadores de Saúde,3617,GO
5201207,Trabalhadores de Saúde,16,GO
5201306,Faixa Etária,245,GO
5201306,Pessoas de 60 anos ou mais institucionalizadas,25,GO
5201306,Trabalhadores de Saúde,353,GO
5201405,Faixa Etária,113,GO
5201405,Forças de Segurança e Salvamento,2,GO
5201405,Pessoas de 60 anos ou mais institucionalizadas,214,GO
5201405,Trabalhadores de Saúde,3779,GO
5201454,Comorbidades,3,GO
5201454,Faixa Etária,5,GO
5201454,Trabalhadores de Saúde,54,GO
5201504,Faixa Etária,8,GO
5201504,Trabalhadores de Saúde,64,GO
5201603,Faixa Etária,20,GO
5201603,Trabalhadores de Saúde,73,GO
5201702,Pessoas com Deficiência,6,GO
5201702,Pessoas de 60 anos ou mais institucionalizadas,67,GO
5201702,Trabalhadores de Saúde,178,GO
5201801,Faixa Etária,5,GO
5201801,Pessoas de 60 anos ou mais institucionalizadas,7,GO
5201801,Trabalhadores de Saúde,178,GO
5202155,Faixa Etária,19,GO
5202155,Pessoas com Deficiência,1,GO
5202155,Pessoas de 60 anos ou mais institucionalizadas,8,GO
5202155,Trabalhadores de Saúde,81,GO
5202353,Faixa Etária,36,GO
5202353,Pessoas com Deficiência,1,GO
5202353,Pessoas de 60 anos ou mais institucionalizadas,4,GO
5202353,Trabalhadores de Saúde,64,GO
5202502,Povos Indígenas,91,GO
5202502,Trabalhadores de Saúde,97,GO
5202601,Pessoas de 60 anos ou mais institucionalizadas,16,GO
5202601,Trabalhadores de Saúde,63,GO
5202809,Faixa Etária,46,GO
5202809,Pessoas de 60 anos ou mais institucionalizadas,1,GO
5202809,Trabalhadores de Saúde,56,GO
5203104,Faixa Etária,8,GO
5203104,Pessoas de 60 anos ou mais institucionalizadas,5,GO
5203104,Trabalhadores de Saúde,36,GO
5203203,Pessoas de 60 anos ou mais institucionalizadas,15,GO
5203203,Trabalhadores de Saúde,98,GO
5203302,Faixa Etária,8,GO
5203302,Pessoas com Deficiência,1,GO
5203302,Pessoas de 60 anos ou mais institucionalizadas,44,GO
5203302,Trabalhadores de Saúde,298,GO
5203401,Faixa Etária,6,GO
5203401,Pessoas de 60 anos ou mais institucionalizadas,31,GO
5203401,Trabalhadores de Saúde,93,GO
5203500,Faixa Etária,6,GO
5203500,Pessoas de 60 anos ou mais institucionalizadas,16,GO
5203500,Trabalhadores de Saúde,287,GO
5203559,Faixa Etária,105,GO
5203559,Trabalhadores de Saúde,116,GO
5203575,Pessoas com Deficiência,1,GO
5203575,Pessoas de 60 anos ou mais institucionalizadas,3,GO
5203575,Trabalhadores de Saúde,44,GO
5203609,Faixa Etária,15,GO
5203609,Pessoas com Deficiência,1,GO
5203609,Trabalhadores de Saúde,14,GO
5203807,Faixa Etária,43,GO
5203807,Trabalhadores de Saúde,113,GO
5203906,Faixa Etária,68,GO
5203906,Pessoas de 60 anos ou mais institucionalizadas,17,GO
5203906,Trabalhadores de Saúde,93,GO
5203939,Faixa Etária,10,GO
5203939,Trabalhadores de Saúde,40,GO
5203962,Pessoas de 60 anos ou mais institucionalizadas,1,GO
5203962,Trabalhadores de Saúde,52,GO
5204003,Faixa Etária,5,GO
5204003,Trabalhadores de Saúde,89,GO
5204102,Pessoas com Deficiência,2,GO
